@relation viterbi_ok1-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R27-I-1

@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute IdW numeric
@attribute TotLines numeric
@attribute Prop {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {0.0,yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {0.0,T1,R1,SP1}
@attribute TH3 {0.0,T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute Gender {f,m}
@attribute N.Syll. numeric
@attribute Tobi-1 {0.0,S,L*+H,LH-,U,H*,LL-,L*,HL-}
@attribute 'Copy of PoS-1' {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of IdW-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of Prop-1' {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {0.0,yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {0.0,T1,R1,SP1}
@attribute 'Copy of TH3-1' {0.0,T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of Gender-1' {f,m}
@attribute 'Copy of N.Syll.-1' numeric
@attribute ToBI {S,L*+H,LL-,LH-,U,H*,L*,HL-,HH-}

@data
CC,COORD,32,35,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NN,PMOD,31,35,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
DT,NMOD,33,35,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,CC,COORD,32,35,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*
NN,CONJ,34,35,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*,DT,NMOD,33,35,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
NNP,TITLE,1,27,0.0,0.0,T1,0.0,0.0,2,A,f,2,0.0,NN,CONJ,34,35,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H
NNP,SBJ,2,27,0.0,0.0,T1,0.0,0.0,2,A,f,2,L*+H,NNP,TITLE,1,27,0.0,0.0,T1,0.0,0.0,2,A,f,2,S
VBD,ROOT,3,27,0.0,0.0,R1,0.0,0.0,2,Z,f,3,S,NNP,SBJ,2,27,0.0,0.0,T1,0.0,0.0,2,A,f,2,H*
PRP$,NMOD,4,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*,VBD,ROOT,3,27,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U
NNS,OBJ,5,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,PRP$,NMOD,4,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,HL-
NNP,NAME,7,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,HL-,NNS,OBJ,5,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H
NNP,APPO,8,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H,NNP,NAME,7,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LH-
NN,APPO,10,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,LH-,NNP,APPO,8,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H
NN,CONJ,12,27,0.0,0.0,R1,0.0,0.0,2,Z,f,3,L*+H,NN,APPO,10,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H
NN,CONJ,14,27,0.0,0.0,R1,0.0,0.0,2,Z,f,3,L*+H,NN,CONJ,12,27,0.0,0.0,R1,0.0,0.0,2,Z,f,3,HL-
CC,COORD,15,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,HL-,NN,CONJ,14,27,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U
DT,NMOD,16,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,CC,COORD,15,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
JJ,NMOD,17,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,DT,NMOD,16,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H
NN,CONJ,18,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H,JJ,NMOD,17,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
IN,ADV,19,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NN,CONJ,18,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
NNP,PMOD,20,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,IN,ADV,19,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,HL-
CC,COORD,22,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,HL-,NNP,PMOD,20,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
NN,NMOD,23,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,CC,COORD,22,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*
NN,TITLE,24,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,H*,NN,NMOD,23,27,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
NNP,NAME,25,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S,NN,TITLE,24,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*
NNP,CONJ,26,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*,NNP,NAME,25,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,HL-
NNP,NMOD,1,7,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,NNP,CONJ,26,27,0.0,0.0,R1,0.0,0.0,2,Z,f,2,H*
NN,SBJ,4,7,0.0,0.0,T1,0.0,0.0,2,A,f,1,H*,NNP,NMOD,1,7,0.0,0.0,T1,0.0,0.0,2,A,f,1,H*
VBD,ROOT,6,7,0.0,0.0,R1,0.0,0.0,2,Z,f,2,H*,NN,SBJ,4,7,0.0,0.0,T1,0.0,0.0,2,A,f,1,HL-
JJ,NMOD,2,25,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,VBD,ROOT,6,7,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H
NN,SBJ,3,25,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H,JJ,NMOD,2,25,0.0,0.0,T1,0.0,0.0,2,A,f,1,HL-
RB,ADV,5,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,HL-,NN,SBJ,3,25,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
VBD,ROOT,6,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H,RB,ADV,5,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S
DT,NMOD,7,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,VBD,ROOT,6,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
NN,NMOD,8,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,DT,NMOD,7,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*
NN,OBJ,9,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*,NN,NMOD,8,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,HL-
IN,NMOD,10,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,HL-,NN,OBJ,9,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
JJ,NMOD,11,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,IN,NMOD,10,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H
CC,COORD,12,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H,JJ,NMOD,11,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
JJ,CONJ,13,25,0.0,0.0,R1,0.0,0.0,2,Z,f,4,U,CC,COORD,12,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
NNS,PMOD,14,25,0.0,0.0,R1,0.0,0.0,2,Z,f,3,S,JJ,CONJ,13,25,0.0,0.0,R1,0.0,0.0,2,Z,f,4,S
IN,NMOD,15,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NNS,PMOD,14,25,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U
NNS,PMOD,16,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,IN,NMOD,15,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LH-
NNS,COORD,18,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,LH-,NNS,PMOD,16,25,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H
NNS,COORD,20,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H,NNS,COORD,18,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H
NNS,COORD,22,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H,NNS,COORD,20,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*
CC,COORD,24,25,0.0,0.0,R1,0.0,0.0,2,Z,f,4,L*,NNS,COORD,22,25,0.0,0.0,R1,0.0,0.0,2,Z,f,2,HL-
DT,SBJ,1,12,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,CC,COORD,24,25,0.0,0.0,R1,0.0,0.0,2,Z,f,4,L*+H
VBD,ROOT,2,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H,DT,SBJ,1,12,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
IN,ADV,3,12,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S,VBD,ROOT,2,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
DT,NMOD,4,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,IN,ADV,3,12,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
JJ,NMOD,5,12,0.0,0.0,R1,0.0,0.0,2,Z,f,4,U,DT,NMOD,4,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
NN,PMOD,6,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,JJ,NMOD,5,12,0.0,0.0,R1,0.0,0.0,2,Z,f,4,HL-
IN,NMOD,7,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,HL-,NN,PMOD,6,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
JJ,NMOD,8,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,IN,NMOD,7,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*
CC,COORD,9,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*,JJ,NMOD,8,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
JJ,CONJ,10,12,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,CC,COORD,9,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
NNS,PMOD,11,12,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S,JJ,CONJ,10,12,0.0,0.0,R1,0.0,0.0,2,Z,f,2,LL-
VBD,DEP,1,15,0.0,0.0,T1,0.0,0.0,4,A,f,1,0.0,NNS,PMOD,11,12,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
DT,DEP,2,15,0.0,0.0,T1,0.0,0.0,4,A,f,1,U,VBD,DEP,1,15,0.0,0.0,T1,0.0,0.0,4,A,f,1,L*
WRB,PRP,3,15,P2,yes,R1,0.0,0.0,4,B,f,1,L*,DT,DEP,2,15,0.0,0.0,T1,0.0,0.0,4,A,f,1,H*
DT,SBJ,4,15,P2,yes,R1,T1,0.0,4,C,f,1,H*,WRB,PRP,3,15,P2,yes,R1,0.0,0.0,4,B,f,1,U
IN,NMOD,5,15,P2,yes,R1,T1,0.0,4,C,f,1,U,DT,SBJ,4,15,P2,yes,R1,T1,0.0,4,C,f,1,U
DT,NMOD,6,15,P2,yes,R1,T1,0.0,4,C,f,1,U,IN,NMOD,5,15,P2,yes,R1,T1,0.0,4,C,f,1,U
NN,PMOD,7,15,P2,yes,R1,T1,0.0,4,C,f,2,U,DT,NMOD,6,15,P2,yes,R1,T1,0.0,4,C,f,1,LH-
VBD,DEP,8,15,P2,yes,R1,R1,0.0,4,Z,f,3,LH-,NN,PMOD,7,15,P2,yes,R1,T1,0.0,4,C,f,2,L*+H
IN,TMP,9,15,P2,yes,R1,R1,0.0,4,Z,f,2,L*+H,VBD,DEP,8,15,P2,yes,R1,R1,0.0,4,Z,f,3,LH-
CC,COORD,10,15,P2,yes,R1,R1,0.0,4,Z,f,1,LH-,IN,TMP,9,15,P2,yes,R1,R1,0.0,4,Z,f,2,U
IN,CONJ,11,15,P2,yes,R1,R1,0.0,4,Z,f,2,U,CC,COORD,10,15,P2,yes,R1,R1,0.0,4,Z,f,1,L*
DT,NMOD,12,15,P2,yes,R1,R1,0.0,4,Z,f,1,L*,IN,CONJ,11,15,P2,yes,R1,R1,0.0,4,Z,f,2,U
JJ,NMOD,13,15,P2,yes,R1,R1,0.0,4,Z,f,2,U,DT,NMOD,12,15,P2,yes,R1,R1,0.0,4,Z,f,1,S
NN,PMOD,14,15,P2,yes,R1,R1,0.0,4,Z,f,1,S,JJ,NMOD,13,15,P2,yes,R1,R1,0.0,4,Z,f,2,HH-
CC,DEP,1,9,0.0,0.0,SP1,0.0,0.0,5,A,f,1,0.0,NN,PMOD,14,15,P2,yes,R1,R1,0.0,4,Z,f,1,U
VBD,ROOT,2,9,0.0,0.0,T1,0.0,0.0,5,B,f,1,U,CC,DEP,1,9,0.0,0.0,SP1,0.0,0.0,5,A,f,1,L*+H
PRP,SBJ,3,9,0.0,0.0,T1,0.0,0.0,5,B,f,1,L*+H,VBD,ROOT,2,9,0.0,0.0,T1,0.0,0.0,5,B,f,1,U
IN,PRP,4,9,P2,yes,R1,0.0,0.0,5,C,f,2,U,PRP,SBJ,3,9,0.0,0.0,T1,0.0,0.0,5,B,f,1,S
NNP,TITLE,5,9,P2,yes,R1,T1,0.0,5,D,f,1,S,IN,PRP,4,9,P2,yes,R1,0.0,0.0,5,C,f,2,S
NNP,SBJ,6,9,P2,yes,R1,T1,0.0,5,D,f,2,S,NNP,TITLE,5,9,P2,yes,R1,T1,0.0,5,D,f,1,H*
VBD,SUB,7,9,P2,yes,R1,R1,0.0,5,Z,f,1,H*,NNP,SBJ,6,9,P2,yes,R1,T1,0.0,5,D,f,2,S
VBN,VC,8,9,P2,yes,R1,R1,0.0,5,Z,f,1,S,VBD,SUB,7,9,P2,yes,R1,R1,0.0,5,Z,f,1,HL-
NNP,TITLE,2,18,BACK,0.0,T1,0.0,0.0,2,A,f,2,0.0,VBN,VC,8,9,P2,yes,R1,R1,0.0,5,Z,f,1,L*+H
NNP,NMOD,3,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,L*+H,NNP,TITLE,2,18,BACK,0.0,T1,0.0,0.0,2,A,f,2,S
JJ,NMOD,5,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,S,NNP,NMOD,3,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,LL-
JJ,NMOD,7,18,BACK,0.0,T1,0.0,0.0,2,A,f,3,LL-,JJ,NMOD,5,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,L*+H
NNS,SBJ,8,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,L*+H,JJ,NMOD,7,18,BACK,0.0,T1,0.0,0.0,2,A,f,3,S
IN,NMOD,10,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,S,NNS,SBJ,8,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,U
NN,NMOD,11,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,U,IN,NMOD,10,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,H*
NN,PMOD,12,18,BACK,0.0,T1,0.0,0.0,2,A,f,2,H*,NN,NMOD,11,18,BACK,0.0,T1,0.0,0.0,2,A,f,1,LH-
VBZ,ROOT,13,18,BACK,0.0,R1,0.0,0.0,2,Z,f,2,LH-,NN,PMOD,12,18,BACK,0.0,T1,0.0,0.0,2,A,f,2,L*+H
DT,NMOD,14,18,BACK,0.0,R1,0.0,0.0,2,Z,f,1,L*+H,VBZ,ROOT,13,18,BACK,0.0,R1,0.0,0.0,2,Z,f,2,U
NN,OBJ,15,18,BACK,0.0,R1,0.0,0.0,2,Z,f,2,U,DT,NMOD,14,18,BACK,0.0,R1,0.0,0.0,2,Z,f,1,S
RB,ADV,16,18,BACK,0.0,R1,0.0,0.0,2,Z,f,5,S,NN,OBJ,15,18,BACK,0.0,R1,0.0,0.0,2,Z,f,2,HL-
NNP,TITLE,1,32,0.0,0.0,T1,0.0,0.0,8,A,f,2,0.0,RB,ADV,16,18,BACK,0.0,R1,0.0,0.0,2,Z,f,5,L*+H
NNP,SBJ,2,32,0.0,0.0,T1,0.0,0.0,8,A,f,2,L*+H,NNP,TITLE,1,32,0.0,0.0,T1,0.0,0.0,8,A,f,2,S
MD,ROOT,3,32,0.0,0.0,R1,0.0,0.0,8,B,f,1,S,NNP,SBJ,2,32,0.0,0.0,T1,0.0,0.0,8,A,f,2,U
VB,VC,4,32,0.0,0.0,R1,0.0,0.0,8,B,f,1,U,MD,ROOT,3,32,0.0,0.0,R1,0.0,0.0,8,B,f,1,U
VBN,VC,5,32,0.0,0.0,R1,0.0,0.0,8,B,f,2,U,VB,VC,4,32,0.0,0.0,R1,0.0,0.0,8,B,f,1,H*
IN,OBJ,6,32,0.0,0.0,R1,0.0,0.0,8,B,f,1,H*,VBN,VC,5,32,0.0,0.0,R1,0.0,0.0,8,B,f,2,U
PRP$,NMOD,7,32,P2,yes,R1,T1,0.0,8,C,f,1,U,IN,OBJ,6,32,0.0,0.0,R1,0.0,0.0,8,B,f,1,U
NN,SBJ,8,32,P2,yes,R1,T1,0.0,8,C,f,2,U,PRP$,NMOD,7,32,P2,yes,R1,T1,0.0,8,C,f,1,L*
MD,SUB,9,32,P2,yes,R1,R1,0.0,8,D,f,1,L*,NN,SBJ,8,32,P2,yes,R1,T1,0.0,8,C,f,2,H*
RB,ADV,10,32,P2,yes,R1,R1,0.0,8,D,f,1,H*,MD,SUB,9,32,P2,yes,R1,R1,0.0,8,D,f,1,S
VB,VC,11,32,P2,yes,R1,R1,0.0,8,D,f,1,S,RB,ADV,10,32,P2,yes,R1,R1,0.0,8,D,f,1,S
JJ,PRD,12,32,P2,yes,R1,R1,0.0,8,D,f,1,S,VB,VC,11,32,P2,yes,R1,R1,0.0,8,D,f,1,S
TO,AMOD,13,32,P2,yes,R1,R1,0.0,8,D,f,1,S,JJ,PRD,12,32,P2,yes,R1,R1,0.0,8,D,f,1,U
VB,IM,14,32,P2,yes,R1,R1,0.0,8,D,f,1,U,TO,AMOD,13,32,P2,yes,R1,R1,0.0,8,D,f,1,H*
PRP,OBJ,15,32,P2,yes,R1,R1,0.0,8,D,f,1,H*,VB,IM,14,32,P2,yes,R1,R1,0.0,8,D,f,1,LL-
PRP,SBJ,17,32,0.0,0.0,T1,0.0,0.0,8,E,f,1,LL-,PRP,OBJ,15,32,P2,yes,R1,R1,0.0,8,D,f,1,U
VBD,COORD,18,32,0.0,0.0,R1,0.0,0.0,8,F,f,1,U,PRP,SBJ,17,32,0.0,0.0,T1,0.0,0.0,8,E,f,1,L*+H
PRP,OBJ,19,32,0.0,0.0,R1,0.0,0.0,8,F,f,1,L*+H,VBD,COORD,18,32,0.0,0.0,R1,0.0,0.0,8,F,f,1,U
IN,LOC,20,32,0.0,0.0,R1,0.0,0.0,8,F,f,1,U,PRP,OBJ,19,32,0.0,0.0,R1,0.0,0.0,8,F,f,1,U
NN,PMOD,21,32,0.0,0.0,R1,0.0,0.0,8,F,f,2,U,IN,LOC,20,32,0.0,0.0,R1,0.0,0.0,8,F,f,1,H*
IN,OBJ,22,32,0.0,0.0,R1,0.0,0.0,8,F,f,1,H*,NN,PMOD,21,32,0.0,0.0,R1,0.0,0.0,8,F,f,2,LL-
NNP,NAME,24,32,P2,yes,T1,0.0,0.0,8,G,f,1,LL-,IN,OBJ,22,32,0.0,0.0,R1,0.0,0.0,8,F,f,1,L*+H
NNP,NMOD,25,32,P2,yes,T1,0.0,0.0,8,G,f,1,L*+H,NNP,NAME,24,32,P2,yes,T1,0.0,0.0,8,G,f,1,S
NN,SBJ,26,32,P2,yes,T1,0.0,0.0,8,G,f,3,S,NNP,NMOD,25,32,P2,yes,T1,0.0,0.0,8,G,f,1,HL-
VBZ,SUB,28,32,P2,yes,R1,0.0,0.0,8,Z,f,1,HL-,NN,SBJ,26,32,P2,yes,T1,0.0,0.0,8,G,f,3,S
CD,DEP,29,32,P2,yes,R1,0.0,0.0,8,Z,f,6,S,VBZ,SUB,28,32,P2,yes,R1,0.0,0.0,8,Z,f,1,H*
NNS,OBJ,31,32,P2,yes,R1,0.0,0.0,8,Z,f,2,H*,CD,DEP,29,32,P2,yes,R1,0.0,0.0,8,Z,f,6,LL-
VBZ,ROOT,1,8,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,NNS,OBJ,31,32,P2,yes,R1,0.0,0.0,8,Z,f,2,U
DT,SBJ,2,8,0.0,0.0,T1,0.0,0.0,2,A,f,1,U,VBZ,ROOT,1,8,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
DT,NMOD,3,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H,DT,SBJ,2,8,0.0,0.0,T1,0.0,0.0,2,A,f,1,U
NN,PRD,4,8,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,DT,NMOD,3,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
IN,NMOD,5,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NN,PRD,4,8,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
NN,NMOD,6,8,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,IN,NMOD,5,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*
NN,PMOD,7,8,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*,NN,NMOD,6,8,0.0,0.0,R1,0.0,0.0,2,Z,f,2,HH-
WP,SBJ,1,4,0.0,0.0,R1,0.0,0.0,2,A,f,1,0.0,NN,PMOD,7,8,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*
JJ,PRD,3,4,0.0,0.0,T1,0.0,0.0,2,Z,f,1,L*,WP,SBJ,1,4,0.0,0.0,R1,0.0,0.0,2,A,f,1,HL-
NNS,ROOT,1,6,0.0,0.0,R1,0.0,0.0,1,U,f,1,0.0,JJ,PRD,3,4,0.0,0.0,T1,0.0,0.0,2,Z,f,1,L*+H
TO,NMOD,2,6,0.0,0.0,R1,0.0,0.0,1,U,f,1,L*+H,NNS,ROOT,1,6,0.0,0.0,R1,0.0,0.0,1,U,f,1,U
VB,IM,3,6,0.0,0.0,R1,0.0,0.0,1,U,f,3,U,TO,NMOD,2,6,0.0,0.0,R1,0.0,0.0,1,U,f,1,S
NNP,NMOD,4,6,0.0,0.0,R1,0.0,0.0,1,U,f,4,S,VB,IM,3,6,0.0,0.0,R1,0.0,0.0,1,U,f,3,L*+H
NNS,OBJ,5,6,0.0,0.0,R1,0.0,0.0,1,U,f,2,L*+H,NNP,NMOD,4,6,0.0,0.0,R1,0.0,0.0,1,U,f,4,LH-
CC,DEP,1,20,0.0,0.0,SP1,0.0,0.0,6,A,f,1,0.0,NNS,OBJ,5,6,0.0,0.0,R1,0.0,0.0,1,U,f,2,U
PRP,SBJ,2,20,0.0,0.0,T1,0.0,0.0,6,B,f,1,U,CC,DEP,1,20,0.0,0.0,SP1,0.0,0.0,6,A,f,1,U
VBD,ROOT,3,20,0.0,0.0,R1,0.0,0.0,6,C,f,1,U,PRP,SBJ,2,20,0.0,0.0,T1,0.0,0.0,6,B,f,1,U
RB,AMOD,4,20,0.0,0.0,R1,0.0,0.0,6,C,f,2,U,VBD,ROOT,3,20,0.0,0.0,R1,0.0,0.0,6,C,f,1,S
JJ,PRD,5,20,0.0,0.0,R1,0.0,0.0,6,C,f,1,S,RB,AMOD,4,20,0.0,0.0,R1,0.0,0.0,6,C,f,2,L*+H
CC,COORD,6,20,0.0,0.0,R1,0.0,0.0,6,C,f,1,L*+H,JJ,PRD,5,20,0.0,0.0,R1,0.0,0.0,6,C,f,1,U
JJ,CONJ,7,20,0.0,0.0,R1,0.0,0.0,6,C,f,2,U,CC,COORD,6,20,0.0,0.0,R1,0.0,0.0,6,C,f,1,LL-
JJ,NMOD,9,20,0.0,0.0,R1,0.0,0.0,6,D,f,1,LL-,JJ,CONJ,7,20,0.0,0.0,R1,0.0,0.0,6,C,f,2,H*
NN,PRD,10,20,0.0,0.0,R1,0.0,0.0,6,D,f,4,H*,JJ,NMOD,9,20,0.0,0.0,R1,0.0,0.0,6,D,f,1,S
WDT,SBJ,11,20,P2,yes,R1,T1,0.0,6,E,f,1,S,NN,PRD,10,20,0.0,0.0,R1,0.0,0.0,6,D,f,4,U
VBD,NMOD,12,20,P2,yes,R1,R1,0.0,6,Z,f,1,U,WDT,SBJ,11,20,P2,yes,R1,T1,0.0,6,E,f,1,U
DT,NMOD,13,20,P2,yes,R1,R1,0.0,6,Z,f,1,U,VBD,NMOD,12,20,P2,yes,R1,R1,0.0,6,Z,f,1,H*
NN,PRD,14,20,P2,yes,R1,R1,0.0,6,Z,f,3,H*,DT,NMOD,13,20,P2,yes,R1,R1,0.0,6,Z,f,1,S
IN,NMOD,15,20,P2,yes,R1,R1,0.0,6,Z,f,1,S,NN,PRD,14,20,P2,yes,R1,R1,0.0,6,Z,f,3,U
DT,NMOD,16,20,P2,yes,R1,R1,0.0,6,Z,f,1,U,IN,NMOD,15,20,P2,yes,R1,R1,0.0,6,Z,f,1,U
NN,PMOD,17,20,P2,yes,R1,R1,0.0,6,Z,f,2,U,DT,NMOD,16,20,P2,yes,R1,R1,0.0,6,Z,f,1,L*
IN,NMOD,18,20,P2,yes,R1,R1,0.0,6,Z,f,1,L*,NN,PMOD,17,20,P2,yes,R1,R1,0.0,6,Z,f,2,U
NNP,PMOD,19,20,P2,yes,R1,R1,0.0,6,Z,f,1,U,IN,NMOD,18,20,P2,yes,R1,R1,0.0,6,Z,f,1,LL-
NNP,TITLE,1,13,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,NNP,PMOD,19,20,P2,yes,R1,R1,0.0,6,Z,f,1,S
NNP,SBJ,2,13,0.0,0.0,T1,0.0,0.0,2,A,f,2,S,NNP,TITLE,1,13,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
VBZ,ROOT,3,13,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H,NNP,SBJ,2,13,0.0,0.0,T1,0.0,0.0,2,A,f,2,U
