@relation std_tobi_adv_them_n-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R26-I-1

@attribute W numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute Id numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute nWSpan numeric
@attribute 'Copy of W-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of PoS-1' {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of Id-1' numeric
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of Prop-1' {P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {T1,R1,SP1}
@attribute 'Copy of TH3-1' {T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of nWSpan-1' numeric
@attribute TOBI-1 {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}
@attribute tobi {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}

@data
12,19,IN,11,NMOD,?,?,R1,?,?,2,Z,14,11,19,NN,9,PMOD,?,?,R1,?,?,2,Z,14,L*+H,?
13,19,DT,18,NMOD,?,?,R1,?,?,2,Z,14,12,19,IN,11,NMOD,?,?,R1,?,?,2,Z,14,?,?
14,19,NNP,15,NAME,?,?,R1,?,?,2,Z,14,13,19,DT,18,NMOD,?,?,R1,?,?,2,Z,14,?,?
15,19,NNP,18,NMOD,?,?,R1,?,?,2,Z,14,14,19,NNP,15,NAME,?,?,R1,?,?,2,Z,14,?,H*
16,19,NN,17,NMOD,?,?,R1,?,?,2,Z,14,15,19,NNP,18,NMOD,?,?,R1,?,?,2,Z,14,H*,?
17,19,NN,18,NMOD,?,?,R1,?,?,2,Z,14,16,19,NN,17,NMOD,?,?,R1,?,?,2,Z,14,?,L*
18,19,NN,12,PMOD,?,?,R1,?,?,2,Z,14,17,19,NN,18,NMOD,?,?,R1,?,?,2,Z,14,L*,LL-
19,19,0.0,2,P,?,?,R1,?,?,2,Z,14,18,19,NN,12,PMOD,?,?,R1,?,?,2,Z,14,LL-,?
1,13,DT,2,NMOD,?,?,T1,?,?,2,A,2,19,19,0.0,2,P,?,?,R1,?,?,2,Z,14,?,?
2,13,NN,3,SBJ,?,?,T1,?,?,2,A,2,1,13,DT,2,NMOD,?,?,T1,?,?,2,A,2,?,H*
3,13,VBZ,0,ROOT,?,?,R1,?,?,2,Z,11,2,13,NN,3,SBJ,?,?,T1,?,?,2,A,2,H*,?
4,13,RB,3,ADV,?,?,R1,?,?,2,Z,11,3,13,VBZ,0,ROOT,?,?,R1,?,?,2,Z,11,?,HL-
5,13,DT,7,NMOD,?,?,R1,?,?,2,Z,11,4,13,RB,3,ADV,?,?,R1,?,?,2,Z,11,HL-,?
6,13,JJ,7,NMOD,?,?,R1,?,?,2,Z,11,5,13,DT,7,NMOD,?,?,R1,?,?,2,Z,11,?,H*
7,13,NN,3,OBJ,?,?,R1,?,?,2,Z,11,6,13,JJ,7,NMOD,?,?,R1,?,?,2,Z,11,H*,?
8,13,IN,7,NMOD,?,?,R1,?,?,2,Z,11,7,13,NN,3,OBJ,?,?,R1,?,?,2,Z,11,?,?
9,13,NNP,12,NMOD,?,?,R1,?,?,2,Z,11,8,13,IN,7,NMOD,?,?,R1,?,?,2,Z,11,?,L*
10,13,POS,9,SUFFIX,?,?,R1,?,?,2,Z,11,9,13,NNP,12,NMOD,?,?,R1,?,?,2,Z,11,L*,?
11,13,JJ,12,NMOD,?,?,R1,?,?,2,Z,11,10,13,POS,9,SUFFIX,?,?,R1,?,?,2,Z,11,?,?
12,13,NNS,8,PMOD,?,?,R1,?,?,2,Z,11,11,13,JJ,12,NMOD,?,?,R1,?,?,2,Z,11,?,LL-
13,13,0.0,3,P,?,?,R1,?,?,2,Z,11,12,13,NNS,8,PMOD,?,?,R1,?,?,2,Z,11,LL-,?
1,19,RB,13,TMP,?,?,SP1,?,?,3,A,7,13,13,0.0,3,P,?,?,R1,?,?,2,Z,11,?,H*
2,19,IN,1,AMOD,?,?,SP1,?,?,3,A,7,1,19,RB,13,TMP,?,?,SP1,?,?,3,A,7,H*,?
3,19,NNP,6,NMOD,?,?,SP1,?,?,3,A,7,2,19,IN,1,AMOD,?,?,SP1,?,?,3,A,7,?,?
4,19,POS,3,SUFFIX,?,?,SP1,?,?,3,A,7,3,19,NNP,6,NMOD,?,?,SP1,?,?,3,A,7,?,?
5,19,VBN,6,NMOD,?,?,SP1,?,?,3,A,7,4,19,POS,3,SUFFIX,?,?,SP1,?,?,3,A,7,?,H*
6,19,NN,2,PMOD,?,?,SP1,?,?,3,A,7,5,19,VBN,6,NMOD,?,?,SP1,?,?,3,A,7,H*,LL-
7,19,c,6,P,?,?,SP1,?,?,3,A,7,6,19,NN,2,PMOD,?,?,SP1,?,?,3,A,7,LL-,?
8,19,DT,10,NMOD,?,?,T1,?,?,3,B,3,7,19,c,6,P,?,?,SP1,?,?,3,A,7,?,?
9,19,JJS,10,NMOD,?,?,T1,?,?,3,B,3,8,19,DT,10,NMOD,?,?,T1,?,?,3,B,3,?,L*+H
10,19,NN,6,APPO,?,?,T1,?,?,3,B,3,9,19,JJS,10,NMOD,?,?,T1,?,?,3,B,3,L*+H,?
11,19,RB,13,TMP,?,?,R1,?,?,3,Z,9,10,19,NN,6,APPO,?,?,T1,?,?,3,B,3,?,?
12,19,RB,11,AMOD,?,?,R1,?,?,3,Z,9,11,19,RB,13,TMP,?,?,R1,?,?,3,Z,9,?,?
13,19,VBZ,0,ROOT,?,?,R1,?,?,3,Z,9,12,19,RB,11,AMOD,?,?,R1,?,?,3,Z,9,?,?
14,19,VBN,13,VC,?,?,R1,?,?,3,Z,9,13,19,VBZ,0,ROOT,?,?,R1,?,?,3,Z,9,?,?
15,19,DT,18,NMOD,?,?,R1,?,?,3,Z,9,14,19,VBN,13,VC,?,?,R1,?,?,3,Z,9,?,?
16,19,NNP,17,NAME,?,?,R1,?,?,3,Z,9,15,19,DT,18,NMOD,?,?,R1,?,?,3,Z,9,?,?
17,19,NNP,18,NMOD,?,?,R1,?,?,3,Z,9,16,19,NNP,17,NAME,?,?,R1,?,?,3,Z,9,?,H*
18,19,NN,14,PRD,?,?,R1,?,?,3,Z,9,17,19,NNP,18,NMOD,?,?,R1,?,?,3,Z,9,H*,LL-
19,19,0.0,13,P,?,?,R1,?,?,3,Z,9,18,19,NN,14,PRD,?,?,R1,?,?,3,Z,9,LL-,?
1,15,NNP,2,NAME,A1,?,T1,?,?,2,A,9,19,19,0.0,13,P,?,?,R1,?,?,3,Z,9,?,?
2,15,NNP,5,NMOD,A1,?,T1,?,?,2,A,9,1,15,NNP,2,NAME,A1,?,T1,?,?,2,A,9,?,L*+H
3,15,POS,2,SUFFIX,A1,?,T1,?,?,2,A,9,2,15,NNP,5,NMOD,A1,?,T1,?,?,2,A,9,L*+H,?
4,15,NN,5,NMOD,A1,?,T1,?,?,2,A,9,3,15,POS,2,SUFFIX,A1,?,T1,?,?,2,A,9,?,?
5,15,NN,10,SBJ,A1,?,T1,?,?,2,A,9,4,15,NN,5,NMOD,A1,?,T1,?,?,2,A,9,?,HL-
6,15,c,5,P,A1,?,T1,?,?,2,A,9,5,15,NN,10,SBJ,A1,?,T1,?,?,2,A,9,HL-,?
7,15,NNP,8,NAME,A2,?,T1,?,?,2,A,9,6,15,c,5,P,A1,?,T1,?,?,2,A,9,?,H*
8,15,NNP,5,APPO,A2,?,T1,?,?,2,A,9,7,15,NNP,8,NAME,A2,?,T1,?,?,2,A,9,H*,HL-
9,15,c,5,P,A2,?,T1,?,?,2,A,9,8,15,NNP,5,APPO,A2,?,T1,?,?,2,A,9,HL-,?
10,15,VBD,0,ROOT,?,?,R1,?,?,2,Z,6,9,15,c,5,P,A2,?,T1,?,?,2,A,9,?,H*
11,15,RP,10,PRT,?,?,R1,?,?,2,Z,6,10,15,VBD,0,ROOT,?,?,R1,?,?,2,Z,6,H*,?
12,15,IN,10,LOC,?,?,R1,?,?,2,Z,6,11,15,RP,10,PRT,?,?,R1,?,?,2,Z,6,?,?
13,15,JJ,14,NMOD,?,?,R1,?,?,2,Z,6,12,15,IN,10,LOC,?,?,R1,?,?,2,Z,6,?,?
14,15,NNS,12,PMOD,?,?,R1,?,?,2,Z,6,13,15,JJ,14,NMOD,?,?,R1,?,?,2,Z,6,?,LL-
15,15,0.0,10,P,?,?,R1,?,?,2,Z,6,14,15,NNS,12,PMOD,?,?,R1,?,?,2,Z,6,LL-,?
1,19,cc,15,P,?,?,T1,?,?,18,A,2,15,15,0.0,10,P,?,?,R1,?,?,2,Z,6,?,?
2,19,PRP,3,SBJ,?,?,T1,?,?,18,A,2,1,19,cc,15,P,?,?,T1,?,?,18,A,2,?,?
3,19,MD,15,OBJ,?,?,R1,?,?,18,B,11,2,19,PRP,3,SBJ,?,?,T1,?,?,18,A,2,?,L*+H
4,19,RB,3,ADV,?,?,R1,?,?,18,B,11,3,19,MD,15,OBJ,?,?,R1,?,?,18,B,11,L*+H,?
5,19,RB,4,AMOD,?,?,R1,?,?,18,B,11,4,19,RB,3,ADV,?,?,R1,?,?,18,B,11,?,?
6,19,VB,3,VC,?,?,R1,?,?,18,B,11,5,19,RB,4,AMOD,?,?,R1,?,?,18,B,11,?,HL-
7,19,WP,11,OBJ,P2,yes,R1-1,?,?,18,C,1,6,19,VB,3,VC,?,?,R1,?,?,18,B,11,HL-,L*
8,19,DT,10,NMOD,P2,yes,T1,?,?,18,D,3,7,19,WP,11,OBJ,P2,yes,R1-1,?,?,18,C,1,L*,?
9,19,JJ,10,NMOD,P2,yes,T1,?,?,18,D,3,8,19,DT,10,NMOD,P2,yes,T1,?,?,18,D,3,?,H*
10,19,NNS,11,SBJ,P2,yes,T1,?,?,18,D,3,9,19,JJ,10,NMOD,P2,yes,T1,?,?,18,D,3,H*,?
11,19,VBP,6,OBJ,P2,yes,R1-2,?,?,18,E,3,10,19,NNS,11,SBJ,P2,yes,T1,?,?,18,D,3,?,HL-
12,19,c,15,P,P2,yes,R1-2,?,?,18,E,3,11,19,VBP,6,OBJ,P2,yes,R1-2,?,?,18,E,3,HL-,?
13,19,cc,15,P,P2,yes,R1-2,?,?,18,E,3,12,19,c,15,P,P2,yes,R1-2,?,?,18,E,3,?,?
14,19,PRP,15,SBJ,?,?,SP1,?,?,18,Z,6,13,19,cc,15,P,P2,yes,R1-2,?,?,18,E,3,?,?
15,19,VBD,0,ROOT,?,?,SP1,?,?,18,Z,6,14,19,PRP,15,SBJ,?,?,SP1,?,?,18,Z,6,?,?
16,19,NNP,18,NAME,?,?,SP1,?,?,18,Z,6,15,19,VBD,0,ROOT,?,?,SP1,?,?,18,Z,6,?,L*
17,19,NNP,18,NAME,?,?,SP1,?,?,18,Z,6,16,19,NNP,18,NAME,?,?,SP1,?,?,18,Z,6,L*,?
18,19,NNP,15,OBJ,?,?,SP1,?,?,18,Z,6,17,19,NNP,18,NAME,?,?,SP1,?,?,18,Z,6,?,LH-
19,19,0.0,15,P,?,?,SP1,?,?,18,Z,6,18,19,NNP,15,OBJ,?,?,SP1,?,?,18,Z,6,LH-,?
1,18,DT,2,NMOD,P2,no,T1,?,?,5,A,2,19,19,0.0,15,P,?,?,SP1,?,?,18,Z,6,?,L*+H
2,18,NNS,3,SBJ,P2,no,T1,?,?,5,A,2,1,18,DT,2,NMOD,P2,no,T1,?,?,5,A,2,L*+H,?
3,18,VBP,0,ROOT,P2,no,R1,?,?,5,B,6,2,18,NNS,3,SBJ,P2,no,T1,?,?,5,A,2,?,?
4,18,RB,5,ADV,P2,no,R1,?,?,5,B,6,3,18,VBP,0,ROOT,P2,no,R1,?,?,5,B,6,?,H*
5,18,VBG,3,VC,P2,no,R1,?,?,5,B,6,4,18,RB,5,ADV,P2,no,R1,?,?,5,B,6,H*,?
6,18,PRP$,7,NMOD,P2,no,R1,?,?,5,B,6,5,18,VBG,3,VC,P2,no,R1,?,?,5,B,6,?,?
7,18,NN,5,OBJ,P2,no,R1,?,?,5,B,6,6,18,PRP$,7,NMOD,P2,no,R1,?,?,5,B,6,?,LL-
8,18,c,3,P,P2,no,R1,?,?,5,B,6,7,18,NN,5,OBJ,P2,no,R1,?,?,5,B,6,LL-,?
9,18,CC,3,COORD,P3,no,SP1,?,?,5,C,1,8,18,c,3,P,P2,no,R1,?,?,5,B,6,?,?
10,18,NNS,11,SBJ,P3,no,T1,?,?,5,D,1,9,18,CC,3,COORD,P3,no,SP1,?,?,5,C,1,?,L*+H
11,18,VBP,9,CONJ,P3,no,R1,?,?,5,Z,8,10,18,NNS,11,SBJ,P3,no,T1,?,?,5,D,1,L*+H,?
12,18,VBN,11,VC,P3,no,R1,?,?,5,Z,8,11,18,VBP,9,CONJ,P3,no,R1,?,?,5,Z,8,?,?
13,18,IN,12,LOCbPRD,P3,no,R1,?,?,5,Z,8,12,18,VBN,11,VC,P3,no,R1,?,?,5,Z,8,?,?
14,18,DT,15,NMOD,P3,no,R1,?,?,5,Z,8,13,18,IN,12,LOCbPRD,P3,no,R1,?,?,5,Z,8,?,?
15,18,NN,13,PMOD,P3,no,R1,?,?,5,Z,8,14,18,DT,15,NMOD,P3,no,R1,?,?,5,Z,8,?,L*
16,18,IN,12,TMP,P3,no,R1,?,?,5,Z,8,15,18,NN,13,PMOD,P3,no,R1,?,?,5,Z,8,L*,?
17,18,NNS,16,PMOD,P3,no,R1,?,?,5,Z,8,16,18,IN,12,TMP,P3,no,R1,?,?,5,Z,8,?,LL-
18,18,0.0,3,P,P3,no,R1,?,?,5,Z,8,17,18,NNS,16,PMOD,P3,no,R1,?,?,5,Z,8,LL-,?
1,14,DT,2,NMOD,?,?,T1,?,?,2,A,2,18,18,0.0,3,P,P3,no,R1,?,?,5,Z,8,?,?
2,14,NNS,4,SBJ,?,?,T1,?,?,2,A,2,1,14,DT,2,NMOD,?,?,T1,?,?,2,A,2,?,L*H-
3,14,RB,4,ADV,?,?,R1,?,?,2,Z,12,2,14,NNS,4,SBJ,?,?,T1,?,?,2,A,2,L*H-,H*
4,14,VBP,0,ROOT,?,?,R1,?,?,2,Z,12,3,14,RB,4,ADV,?,?,R1,?,?,2,Z,12,H*,?
5,14,TO,4,OPRD,?,?,R1,?,?,2,Z,12,4,14,VBP,0,ROOT,?,?,R1,?,?,2,Z,12,?,?
6,14,VB,5,IM,?,?,R1,?,?,2,Z,12,5,14,TO,4,OPRD,?,?,R1,?,?,2,Z,12,?,?
7,14,IN,6,ADV,?,?,R1,?,?,2,Z,12,6,14,VB,5,IM,?,?,R1,?,?,2,Z,12,?,?
8,14,DT,9,NMOD,?,?,R1,?,?,2,Z,12,7,14,IN,6,ADV,?,?,R1,?,?,2,Z,12,?,L*+H
9,14,NNS,7,PMOD,?,?,R1,?,?,2,Z,12,8,14,DT,9,NMOD,?,?,R1,?,?,2,Z,12,L*+H,?
10,14,IN,9,NMOD,?,?,R1,?,?,2,Z,12,9,14,NNS,7,PMOD,?,?,R1,?,?,2,Z,12,?,?
11,14,DT,13,NMOD,?,?,R1,?,?,2,Z,12,10,14,IN,9,NMOD,?,?,R1,?,?,2,Z,12,?,?
12,14,NNS,13,NMOD,?,?,R1,?,?,2,Z,12,11,14,DT,13,NMOD,?,?,R1,?,?,2,Z,12,?,?
13,14,NN,10,PMOD,?,?,R1,?,?,2,Z,12,12,14,NNS,13,NMOD,?,?,R1,?,?,2,Z,12,?,LL-
14,14,0.0,4,P,?,?,R1,?,?,2,Z,12,13,14,NN,10,PMOD,?,?,R1,?,?,2,Z,12,LL-,?
1,9,CC,8,AMOD,?,?,SP1,?,?,3,A,1,14,14,0.0,4,P,?,?,R1,?,?,2,Z,12,?,?
2,9,PRP$,3,NMOD,?,?,T1,?,?,3,B,5,1,9,CC,8,AMOD,?,?,SP1,?,?,3,A,1,?,?
3,9,NNS,8,SBJ,?,?,T1,?,?,3,B,5,2,9,PRP$,3,NMOD,?,?,T1,?,?,3,B,5,?,H*
4,9,IN,3,NMOD,?,?,T1,?,?,3,B,5,3,9,NNS,8,SBJ,?,?,T1,?,?,3,B,5,H*,?
5,9,DT,7,NMOD,?,?,T1,?,?,3,B,5,4,9,IN,3,NMOD,?,?,T1,?,?,3,B,5,?,?
6,9,JJ,7,NMOD,?,?,T1,?,?,3,B,5,5,9,DT,7,NMOD,?,?,T1,?,?,3,B,5,?,?
7,9,NN,4,PMOD,?,?,R1,?,?,3,Z,3,6,9,JJ,7,NMOD,?,?,T1,?,?,3,B,5,?,?
8,9,JJ,0,ROOT,?,?,R1,?,?,3,Z,3,7,9,NN,4,PMOD,?,?,R1,?,?,3,Z,3,?,LL-
9,9,0.0,8,P,?,?,R1,?,?,3,Z,3,8,9,JJ,0,ROOT,?,?,R1,?,?,3,Z,3,LL-,?
1,16,IN,7,TMP,?,?,SP1,?,?,3,A,5,9,9,0.0,8,P,?,?,R1,?,?,3,Z,3,?,?
2,16,DT,4,NMOD,?,?,SP1,?,?,3,A,5,1,16,IN,7,TMP,?,?,SP1,?,?,3,A,5,?,?
3,16,JJ,4,NMOD,?,?,SP1,?,?,3,A,5,2,16,DT,4,NMOD,?,?,SP1,?,?,3,A,5,?,H*
4,16,NN,1,PMOD,?,?,SP1,?,?,3,A,5,3,16,JJ,4,NMOD,?,?,SP1,?,?,3,A,5,H*,HL-
5,16,c,7,P,?,?,SP1,?,?,3,A,5,4,16,NN,1,PMOD,?,?,SP1,?,?,3,A,5,HL-,?
6,16,DT,7,SBJ,?,?,T1,?,?,3,B,1,5,16,c,7,P,?,?,SP1,?,?,3,A,5,?,L*+H
7,16,VBP,0,ROOT,?,?,R1,?,?,3,Z,10,6,16,DT,7,SBJ,?,?,T1,?,?,3,B,1,L*+H,?
8,16,VBN,7,VC,?,?,R1,?,?,3,Z,10,7,16,VBP,0,ROOT,?,?,R1,?,?,3,Z,10,?,?
9,16,TO,8,OPRD,?,?,R1,?,?,3,Z,10,8,16,VBN,7,VC,?,?,R1,?,?,3,Z,10,?,?
10,16,VB,9,IM,?,?,R1,?,?,3,Z,10,9,16,TO,8,OPRD,?,?,R1,?,?,3,Z,10,?,L*
11,16,DT,12,NMOD,?,?,R1,?,?,3,Z,10,10,16,VB,9,IM,?,?,R1,?,?,3,Z,10,L*,?
12,16,NNS,10,OBJ,?,?,R1,?,?,3,Z,10,11,16,DT,12,NMOD,?,?,R1,?,?,3,Z,10,?,?
13,16,IN,12,NMOD,?,?,R1,?,?,3,Z,10,12,16,NNS,10,OBJ,?,?,R1,?,?,3,Z,10,?,?
14,16,PRP$,15,NMOD,?,?,R1,?,?,3,Z,10,13,16,IN,12,NMOD,?,?,R1,?,?,3,Z,10,?,?
15,16,NNS,13,PMOD,?,?,R1,?,?,3,Z,10,14,16,PRP$,15,NMOD,?,?,R1,?,?,3,Z,10,?,LL-
16,16,0.0,7,P,?,?,R1,?,?,3,Z,10,15,16,NNS,13,PMOD,?,?,R1,?,?,3,Z,10,LL-,?
1,21,NNP,2,TITLE,?,?,T1,?,?,2,A,2,16,16,0.0,7,P,?,?,R1,?,?,3,Z,10,?,L*+H
2,21,NNP,3,SBJ,?,?,T1,?,?,2,A,2,1,21,NNP,2,TITLE,?,?,T1,?,?,2,A,2,L*+H,HL-
3,21,VBD,0,ROOT,?,?,R1,?,?,2,Z,19,2,21,NNP,3,SBJ,?,?,T1,?,?,2,A,2,HL-,?
4,21,JJ,6,NMOD,?,?,R1,?,?,2,Z,19,3,21,VBD,0,ROOT,?,?,R1,?,?,2,Z,19,?,H*
5,21,NN,6,NMOD,?,?,R1,?,?,2,Z,19,4,21,JJ,6,NMOD,?,?,R1,?,?,2,Z,19,H*,?
6,21,NN,3,PRD,?,?,R1,?,?,2,Z,19,5,21,NN,6,NMOD,?,?,R1,?,?,2,Z,19,?,HL-
7,21,CC,6,COORD,?,?,R1,?,?,2,Z,19,6,21,NN,3,PRD,?,?,R1,?,?,2,Z,19,HL-,?
8,21,NN,7,CONJ,?,?,R1,?,?,2,Z,19,7,21,CC,6,COORD,?,?,R1,?,?,2,Z,19,?,L*
9,21,IN,6,NMOD,?,?,R1,?,?,2,Z,19,8,21,NN,7,CONJ,?,?,R1,?,?,2,Z,19,L*,?
10,21,DT,12,NMOD,?,?,R1,?,?,2,Z,19,9,21,IN,6,NMOD,?,?,R1,?,?,2,Z,19,?,?
11,21,NN,12,NMOD,?,?,R1,?,?,2,Z,19,10,21,DT,12,NMOD,?,?,R1,?,?,2,Z,19,?,H*
12,21,NN,9,PMOD,?,?,R1,?,?,2,Z,19,11,21,NN,12,NMOD,?,?,R1,?,?,2,Z,19,H*,?
13,21,IN,12,NMOD,?,?,R1,?,?,2,Z,19,12,21,NN,9,PMOD,?,?,R1,?,?,2,Z,19,?,?
14,21,DT,16,NMOD,?,?,R1,?,?,2,Z,19,13,21,IN,12,NMOD,?,?,R1,?,?,2,Z,19,?,?
15,21,JJ,16,NMOD,?,?,R1,?,?,2,Z,19,14,21,DT,16,NMOD,?,?,R1,?,?,2,Z,19,?,H*
16,21,NN,13,PMOD,?,?,R1,?,?,2,Z,19,15,21,JJ,16,NMOD,?,?,R1,?,?,2,Z,19,H*,?
17,21,IN,16,NMOD,?,?,R1,?,?,2,Z,19,16,21,NN,13,PMOD,?,?,R1,?,?,2,Z,19,?,?
18,21,NNP,19,NAME,?,?,R1,?,?,2,Z,19,17,21,IN,16,NMOD,?,?,R1,?,?,2,Z,19,?,L*+H
19,21,NNPS,17,PMOD,?,?,R1,?,?,2,Z,19,18,21,NNP,19,NAME,?,?,R1,?,?,2,Z,19,L*+H,?
20,21,NNP,19,POSTHON,?,?,R1,?,?,2,Z,19,19,21,NNPS,17,PMOD,?,?,R1,?,?,2,Z,19,?,LL-
21,21,0.0,3,P,?,?,R1,?,?,2,Z,19,20,21,NNP,19,POSTHON,?,?,R1,?,?,2,Z,19,LL-,?
1,14,IN,8,ADV,?,?,SP1,SP1,?,2,A,6,21,21,0.0,3,P,?,?,R1,?,?,2,Z,19,?,?
2,14,NNP,3,NAME,?,?,SP1,T1,?,2,Z,19,1,14,IN,8,ADV,?,?,SP1,SP1,?,2,A,6,?,L*+H
3,14,NNP,4,SBJ,?,?,SP1,T1,?,2,Z,19,2,14,NNP,3,NAME,?,?,SP1,T1,?,2,Z,19,L*+H,?
4,14,MD,1,SUB,?,?,SP1,R1,?,2,Z,19,3,14,NNP,4,SBJ,?,?,SP1,T1,?,2,Z,19,?,?
5,14,VB,4,VC,?,?,SP1,R1,?,2,Z,19,4,14,MD,1,SUB,?,?,SP1,R1,?,2,Z,19,?,HL-
6,14,c,8,P,?,?,SP1,R1,?,2,Z,19,5,14,VB,4,VC,?,?,SP1,R1,?,2,Z,19,HL-,?
7,14,PRP,8,SBJ,?,?,T1,?,?,2,B,1,6,14,c,8,P,?,?,SP1,R1,?,2,Z,19,?,?
8,14,VBZ,0,ROOT,?,?,R1,?,?,2,Z,7,7,14,PRP,8,SBJ,?,?,T1,?,?,2,B,1,?,?
9,14,NN,10,NMOD,?,?,R1,?,?,2,Z,7,8,14,VBZ,0,ROOT,?,?,R1,?,?,2,Z,7,?,H*
10,14,NN,8,PRD,?,?,R1,?,?,2,Z,7,9,14,NN,10,NMOD,?,?,R1,?,?,2,Z,7,H*,?
11,14,RB,8,ADV,?,?,R1,?,?,2,Z,7,10,14,NN,8,PRD,?,?,R1,?,?,2,Z,7,?,?
12,14,RB,11,AMOD,?,?,R1,?,?,2,Z,7,11,14,RB,8,ADV,?,?,R1,?,?,2,Z,7,?,?
13,14,RB,8,ADV,?,?,R1,?,?,2,Z,7,12,14,RB,11,AMOD,?,?,R1,?,?,2,Z,7,?,LL-
14,14,0.0,8,P,?,?,R1,?,?,2,A,7,13,14,RB,8,ADV,?,?,R1,?,?,2,Z,7,LL-,?
1,10,cc,9,P,?,?,R1,?,?,2,A,7,14,14,0.0,8,P,?,?,R1,?,?,2,A,7,?,?
2,10,JJ,4,HMOD,?,?,R1,?,?,2,A,7,1,10,cc,9,P,?,?,R1,?,?,2,A,7,?,H*
3,10,HYPH,2,HYPH,?,?,R1,?,?,2,A,7,2,10,JJ,4,HMOD,?,?,R1,?,?,2,A,7,H*,?
4,10,NN,5,NMOD,?,?,R1,?,?,2,A,7,3,10,HYPH,2,HYPH,?,?,R1,?,?,2,A,7,?,?
5,10,NNS,9,OBJ,?,?,R1,?,?,2,A,7,4,10,NN,5,NMOD,?,?,R1,?,?,2,A,7,?,HL-
6,10,c,9,P,?,?,R1,?,?,2,A,7,5,10,NNS,9,OBJ,?,?,R1,?,?,2,A,7,HL-,?
7,10,cc,9,P,?,?,R1,?,?,2,A,7,6,10,c,9,P,?,?,R1,?,?,2,A,7,?,?
8,10,PRP,9,SBJ,?,?,SP1,?,?,2,Z,3,7,10,cc,9,P,?,?,R1,?,?,2,A,7,?,H+
9,10,VBZ,0,ROOT,?,?,SP1,?,?,2,Z,3,8,10,PRP,9,SBJ,?,?,SP1,?,?,2,Z,3,H+,L*L-
10,10,0.0,9,P,?,?,SP1,?,?,2,Z,3,9,10,VBZ,0,ROOT,?,?,SP1,?,?,2,Z,3,L*L-,?
1,26,CC,14,DEP,?,?,SP1,SP1,?,3,A,7,10,10,0.0,9,P,?,?,SP1,?,?,2,Z,3,?,?
2,26,IN,14,ADV,?,?,SP1,R1,?,3,A,7,1,26,CC,14,DEP,?,?,SP1,SP1,?,3,A,7,?,?
3,26,DT,6,NMOD,?,?,SP1,R1,?,3,A,7,2,26,IN,14,ADV,?,?,SP1,R1,?,3,A,7,?,?
4,26,JJ,6,NMOD,?,?,SP1,R1,?,3,A,7,3,26,DT,6,NMOD,?,?,SP1,R1,?,3,A,7,?,H*
